year,state,region,fao,common_name,sub_group,isscaap,major_group,type,count,count_metric,weight,weight_metric,bushels,usd_value_2018inflation,tonnes
2018,North Carolina,Atlantic,"Atlantic, Western Central",hard clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,NA,lb harvested,2570,160800.00,NA
2018,North Carolina,Atlantic,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,lb harvested,76900,2069000.00,NA
2006,Oregon,Pacific,"Pacific, Northeast",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,3136.37,136776.95,NA
2007,Oregon,Pacific,"Pacific, Northeast",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,16019.76,678997.64,NA
2008,Oregon,Pacific,"Pacific, Northeast",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,36092.58,1472938.33,NA
2009,Oregon,Pacific,"Pacific, Northeast",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,43923,1798646.85,NA
2010,Oregon,Pacific,"Pacific, Northeast",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,23948.89,965619.38,NA
2011,Oregon,Pacific,"Pacific, Northeast",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,43565.33,1701661.92,NA
2012,Oregon,Pacific,"Pacific, Northeast",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,37807.97,1818171.30,NA
2013,Oregon,Pacific,"Pacific, Northeast",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,43141.47,1942358.64,NA
2014,Oregon,Pacific,"Pacific, Northeast",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,38930,1882055.09,NA
2015,Oregon,Pacific,"Pacific, Northeast",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,37601.83,1903737.59,NA
2016,Oregon,Pacific,"Pacific, Northeast",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,104348.5,3780959.89,NA
2017,Oregon,Pacific,"Pacific, Northeast",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,86436.28,3207851.74,NA
2018,Oregon,Pacific,"Pacific, Northeast",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,46935.5,2256091.60,NA
2019,Oregon,Pacific,"Pacific, Northeast",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,61303.88,2117540.57,NA
1995,Rhode Island,Atlantic,"Atlantic, Northwest",american oyster,oyster,Oysters,mollusc,food,95000,# sold,NA,NA,NA,107120.00,NA
1995,Rhode Island,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,10000,# sold,NA,NA,NA,31312.00,NA
1996,Rhode Island,Atlantic,"Atlantic, Northwest",american oyster,oyster,Oysters,mollusc,food,130000,# sold,NA,NA,NA,126400.00,NA
1996,Rhode Island,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,7500,# sold,NA,NA,NA,28800.00,NA
1997,Rhode Island,Atlantic,"Atlantic, Northwest",american oyster,oyster,Oysters,mollusc,food,325000,# sold,NA,NA,NA,219100.00,NA
1997,Rhode Island,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,10000,# sold,NA,NA,NA,29735.00,NA
1998,Rhode Island,Atlantic,"Atlantic, Northwest",american oyster,oyster,Oysters,mollusc,food,355000,# sold,NA,NA,NA,223445.00,NA
1998,Rhode Island,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,16500,# sold,NA,NA,NA,46230.00,NA
1999,Rhode Island,Atlantic,"Atlantic, Northwest",american oyster,oyster,Oysters,mollusc,food,350000,# sold,NA,NA,NA,241120.00,NA
1999,Rhode Island,Atlantic,"Atlantic, Northwest",european oyster,oyster,Oysters,mollusc,food,15000,# sold,NA,NA,NA,12056.00,NA
1999,Rhode Island,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,250000,# sold,NA,NA,NA,67815.00,NA
2000,Rhode Island,Atlantic,"Atlantic, Northwest",american oyster,oyster,Oysters,mollusc,food,55000,# sold,NA,NA,NA,428652.00,NA
2000,Rhode Island,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,88000,# sold,NA,NA,NA,26244.00,NA
2001,Rhode Island,Atlantic,"Atlantic, Northwest",american oyster,oyster,Oysters,mollusc,food,543000,# sold,NA,NA,NA,391018.22,NA
2001,Rhode Island,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,122196,# sold,NA,NA,NA,34678.94,NA
2002,Rhode Island,Atlantic,"Atlantic, Northwest",american oyster,oyster,Oysters,mollusc,food,908000,# sold,NA,NA,NA,633113.92,NA
2002,Rhode Island,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,543978,# sold,NA,NA,NA,34397.44,NA
2003,Rhode Island,Atlantic,"Atlantic, Northwest",american oyster,oyster,Oysters,mollusc,food,1163589,# sold,NA,NA,NA,750631.25,NA
2003,Rhode Island,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,37727,# sold,NA,NA,NA,8753.75,NA
2004,Rhode Island,Atlantic,"Atlantic, Northwest",american oyster,oyster,Oysters,mollusc,food,1138718,# sold,NA,NA,NA,755824.89,NA
2004,Rhode Island,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,23048,# sold,NA,NA,NA,5274.80,NA
2005,Rhode Island,Atlantic,"Atlantic, Northwest",american oyster,oyster,Oysters,mollusc,food,1530815,# sold,NA,NA,NA,949192.74,NA
2005,Rhode Island,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,32745,# sold,NA,NA,NA,8001.49,NA
2006,Rhode Island,Atlantic,"Atlantic, Northwest",american oyster,oyster,Oysters,mollusc,food,2357736,# sold,NA,NA,NA,1660257.62,NA
2006,Rhode Island,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,84500,# sold,NA,NA,NA,20004.53,NA
2007,Rhode Island,Atlantic,"Atlantic, Northwest",american oyster,oyster,Oysters,mollusc,food,2551493,# sold,NA,NA,NA,1903463.12,NA
2007,Rhode Island,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,34195,# sold,NA,NA,NA,12423.65,NA
2008,Rhode Island,Atlantic,"Atlantic, Northwest",american oyster,oyster,Oysters,mollusc,food,268036,# sold,NA,NA,NA,1968701.22,NA
2008,Rhode Island,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,25150,# sold,NA,NA,NA,4399.32,NA
2009,Rhode Island,Atlantic,"Atlantic, Northwest",american oyster,oyster,Oysters,mollusc,food,2821166,# sold,NA,NA,NA,2079481.95,NA
2009,Rhode Island,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,52000,# sold,NA,NA,NA,9126.00,NA
2010,Rhode Island,Atlantic,"Atlantic, Northwest",american oyster,oyster,Oysters,mollusc,food,3825414,# sold,NA,NA,NA,2670336.00,NA
2010,Rhode Island,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,54000,# sold,NA,NA,NA,9216.00,NA
2011,Rhode Island,Atlantic,"Atlantic, Northwest",american oyster,oyster,Oysters,mollusc,food,4074186,# sold,NA,NA,NA,1626012.00,NA
2011,Rhode Island,Atlantic,"Atlantic, Northwest",blue mussel,mussel,Mussels,mollusc,food,NA,NA,3000,lbs produced,NA,NA,1.4
2011,Rhode Island,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,58400,# sold,NA,NA,NA,9374.40,NA
2012,Rhode Island,Atlantic,"Atlantic, Northwest",american oyster,oyster,Oysters,mollusc,food,4303886,# sold,NA,NA,NA,NA,NA
2013,Rhode Island,Atlantic,"Atlantic, Northwest",american oyster,oyster,Oysters,mollusc,food,6398979,# sold,NA,NA,NA,4527229.17,NA
2013,Rhode Island,Atlantic,"Atlantic, Northwest",blue mussel,mussel,Mussels,mollusc,food,NA,NA,6250,lbs produced,NA,NA,2.8
2013,Rhode Island,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,38500,# sold,NA,NA,NA,5390.00,NA
2014,Rhode Island,Atlantic,"Atlantic, Northwest",american oyster,oyster,Oysters,mollusc,food,7547132,# sold,NA,NA,NA,5540082.59,NA
2014,Rhode Island,Atlantic,"Atlantic, Northwest",blue mussel,mussel,Mussels,mollusc,food,NA,NA,15827,lbs produced,NA,NA,7.2
2014,Rhode Island,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,47325,# sold,NA,NA,NA,7957.50,NA
2015,Rhode Island,Atlantic,"Atlantic, Northwest",american oyster,oyster,Oysters,mollusc,food,8272172,# sold,NA,NA,NA,5919225.43,NA
2015,Rhode Island,Atlantic,"Atlantic, Northwest",blue mussel,mussel,Mussels,mollusc,food,NA,NA,15827,lbs produced,NA,NA,7.2
2015,Rhode Island,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,47325,# sold,NA,NA,NA,7942.50,NA
2016,Rhode Island,Atlantic,"Atlantic, Northwest",american oyster,oyster,Oysters,mollusc,food,781194,# sold,NA,NA,NA,5751643.34,NA
2016,Rhode Island,Atlantic,"Atlantic, Northwest",blue mussel,mussel,Mussels,mollusc,food,NA,NA,27000,lbs produced,NA,NA,12.2
2016,Rhode Island,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,70500,# sold,NA,NA,NA,10460.00,NA
2017,Rhode Island,Atlantic,"Atlantic, Northwest",american oyster,oyster,Oysters,mollusc,food,8434541,# sold,NA,NA,NA,6166037.50,NA
2017,Rhode Island,Atlantic,"Atlantic, Northwest",blue mussel,mussel,Mussels,mollusc,food,NA,NA,11876,lbs produced,NA,NA,5.4
2017,Rhode Island,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,71000,# sold,NA,NA,NA,10240.00,NA
2018,Rhode Island,Atlantic,"Atlantic, Northwest",american oyster,oyster,Oysters,mollusc,food,8515950,# sold,NA,NA,NA,6094199.00,NA
2009,South Carolina,Atlantic,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,40536.72,singles,12386.22,shell lbs,245.86,6784.25,5.6
2010,South Carolina,Atlantic,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,singles,NA,shell lbs, NA ,NA,NA
2011,South Carolina,Atlantic,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,singles,NA,shell lbs, NA ,NA,NA
2012,South Carolina,Atlantic,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,57918.64,singles,17697.36,shell lbs,324.86,31926.75,8
2013,South Carolina,Atlantic,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,singles,NA,shell lbs, NA ,NA,NA
2014,South Carolina,Atlantic,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,139178,singles,42526.62,shell lbs,773.21,111957.36,19.3
2015,South Carolina,Atlantic,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,166858.91,singles,50984.67,shell lbs,928.27,112288.02,23.1
2016,South Carolina,Atlantic,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,188369.64,singles,57557.4,shell lbs,1050.59,141781.92,26.1
2017,South Carolina,Atlantic,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,341488,singles,104343.57,shell lbs,1897.16,278979.79,47.3
2018,South Carolina,Atlantic,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,854096.82,singles,260974.07,shell lbs,4746.53,647519.97,118.4
2019,South Carolina,Atlantic,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,1214591.64,singles,371125.28,shell lbs,6747.82,996167.43,168.3
1987,Texas,GOM,"Atlantic, Western Central",marine shrimp,shrimp,Miscellaneous marine crustaceans,crustacea,food,NA,NA,1200000,lbs produced,NA,NA,544.3
1988,Texas,GOM,"Atlantic, Western Central",marine shrimp,shrimp,Miscellaneous marine crustaceans,crustacea,food,NA,NA,1150000,lbs produced,NA,NA,521.6
1989,Texas,GOM,"Atlantic, Western Central",marine shrimp,shrimp,Miscellaneous marine crustaceans,crustacea,food,NA,NA,1100000,lbs produced,NA,NA,499
1990,Texas,GOM,"Atlantic, Western Central",marine shrimp,shrimp,Miscellaneous marine crustaceans,crustacea,food,NA,NA,1400000,lbs produced,NA,NA,635
1991,Texas,GOM,"Atlantic, Western Central",marine shrimp,shrimp,Miscellaneous marine crustaceans,crustacea,food,NA,NA,1700000,lbs produced,NA,NA,771.1
1992,Texas,GOM,"Atlantic, Western Central",marine shrimp,shrimp,Miscellaneous marine crustaceans,crustacea,food,NA,NA,3950000,lbs produced,NA,NA,1791.7
1993,Texas,GOM,"Atlantic, Western Central",marine shrimp,shrimp,Miscellaneous marine crustaceans,crustacea,food,NA,NA,4150000,lbs produced,NA,NA,1882.4
1994,Texas,GOM,"Atlantic, Western Central",marine shrimp,shrimp,Miscellaneous marine crustaceans,crustacea,food,NA,NA,4000000,lbs produced,NA,NA,1814.4
1995,Texas,GOM,"Atlantic, Western Central",marine shrimp,shrimp,Miscellaneous marine crustaceans,crustacea,food,NA,NA,1750000,lbs produced,NA,NA,793.8
1996,Texas,GOM,"Atlantic, Western Central",marine shrimp,shrimp,Miscellaneous marine crustaceans,crustacea,food,NA,NA,2000000,lbs produced,NA,NA,907.2
1997,Texas,GOM,"Atlantic, Western Central",marine shrimp,shrimp,Miscellaneous marine crustaceans,crustacea,food,NA,NA,2500000,lbs produced,NA,NA,1134
1998,Texas,GOM,"Atlantic, Western Central",marine shrimp,shrimp,Miscellaneous marine crustaceans,crustacea,food,NA,NA,3400000,lbs produced,NA,NA,1542.2
1999,Texas,GOM,"Atlantic, Western Central",marine shrimp,shrimp,Miscellaneous marine crustaceans,crustacea,food,NA,NA,5250000,lbs produced,NA,NA,2381.4
2000,Texas,GOM,"Atlantic, Western Central",marine shrimp,shrimp,Miscellaneous marine crustaceans,crustacea,food,NA,NA,5800000,lbs produced,NA,NA,2630.8
2001,Texas,GOM,"Atlantic, Western Central",marine shrimp,shrimp,Miscellaneous marine crustaceans,crustacea,food,NA,NA,7000000,lbs produced,NA,NA,3175.1
2002,Texas,GOM,"Atlantic, Western Central",marine shrimp,shrimp,Miscellaneous marine crustaceans,crustacea,food,NA,NA,7600000,lbs produced,NA,NA,3447.3
2003,Texas,GOM,"Atlantic, Western Central",marine shrimp,shrimp,Miscellaneous marine crustaceans,crustacea,food,NA,NA,9000000,lbs produced,NA,NA,4082.3
2004,Texas,GOM,"Atlantic, Western Central",marine shrimp,shrimp,Miscellaneous marine crustaceans,crustacea,food,NA,NA,7800000,lbs produced,NA,NA,3538
2005,Texas,GOM,"Atlantic, Western Central",marine shrimp,shrimp,Miscellaneous marine crustaceans,crustacea,food,NA,NA,6831238,lbs produced,NA,NA,3098.6
2006,Texas,GOM,"Atlantic, Western Central",marine shrimp,shrimp,Miscellaneous marine crustaceans,crustacea,food,NA,NA,5010647,lbs produced,NA,NA,2272.8
2007,Texas,GOM,"Atlantic, Western Central",marine shrimp,shrimp,Miscellaneous marine crustaceans,crustacea,food,NA,NA,3478952,lbs produced,NA,NA,1578
2008,Texas,GOM,"Atlantic, Western Central",marine shrimp,shrimp,Miscellaneous marine crustaceans,crustacea,food,NA,NA,3725392,lbs produced,NA,NA,1689.8
2009,Texas,GOM,"Atlantic, Western Central",marine shrimp,shrimp,Miscellaneous marine crustaceans,crustacea,food,NA,NA,3286825,lbs produced,NA,NA,1490.9
2010,Texas,GOM,"Atlantic, Western Central",marine shrimp,shrimp,Miscellaneous marine crustaceans,crustacea,food,NA,NA,2526648,lbs produced,NA,NA,1146.1
2010,Texas,GOM,"Atlantic, Western Central",red drum,marine fish,Miscellaneous coastal fishes,finfish,food,NA,NA,3250000,lbs produced,NA,10368000.00,1474.2
2011,Texas,GOM,"Atlantic, Western Central",marine shrimp,shrimp,Miscellaneous marine crustaceans,crustacea,food,NA,NA,2192008,lbs produced,NA,NA,994.3
2011,Texas,GOM,"Atlantic, Western Central",red drum,marine fish,Miscellaneous coastal fishes,finfish,food,NA,NA,3250000,lbs produced,NA,10044000.00,1474.2
2012,Texas,GOM,"Atlantic, Western Central",marine shrimp,shrimp,Miscellaneous marine crustaceans,crustacea,food,NA,NA,2921616,lbs produced,NA,NA,1325.2
2012,Texas,GOM,"Atlantic, Western Central",red drum,marine fish,Miscellaneous coastal fishes,finfish,food,NA,NA,3250000,lbs produced,NA,9846000.00,1474.2
2013,Texas,GOM,"Atlantic, Western Central",marine shrimp,shrimp,Miscellaneous marine crustaceans,crustacea,food,NA,NA,2476187,lbs produced,NA,NA,1123.2
2013,Texas,GOM,"Atlantic, Western Central",red drum,marine fish,Miscellaneous coastal fishes,finfish,food,NA,NA,3250000,lbs produced,NA,9702000.00,1474.2
2014,Texas,GOM,"Atlantic, Western Central",marine shrimp,shrimp,Miscellaneous marine crustaceans,crustacea,food,NA,NA,3655965,lbs produced,NA,NA,1658.3
2014,Texas,GOM,"Atlantic, Western Central",red drum,marine fish,Miscellaneous coastal fishes,finfish,food,NA,NA,3250000,lbs produced,NA,9549000.00,1474.2
2015,Texas,GOM,"Atlantic, Western Central",marine shrimp,shrimp,Miscellaneous marine crustaceans,crustacea,food,NA,NA,2989725,lbs produced,NA,NA,1356.1
2015,Texas,GOM,"Atlantic, Western Central",red drum,marine fish,Miscellaneous coastal fishes,finfish,food,NA,NA,2000000,lbs produced,NA,7307100.00,907.2
2016,Texas,GOM,"Atlantic, Western Central",marine shrimp,shrimp,Miscellaneous marine crustaceans,crustacea,food,NA,NA,2957438,lbs produced,NA,8661744.00,1341.5
2016,Texas,GOM,"Atlantic, Western Central",red drum,marine fish,Miscellaneous coastal fishes,finfish,food,NA,NA,2150000,lbs produced,NA,7426600.00,975.2
2004,Virginia,Atlantic,"Atlantic, Northwest","oyster, private",oyster,Oysters,mollusc,food,NA,NA,68943.8,lbs harvested,9715.77,374117.10,31.3
2005,Virginia,Atlantic,"Atlantic, Northwest","oyster, private",oyster,Oysters,mollusc,food,NA,NA,12940.69,lbs harvested,1902.09,81853.82,5.9
2006,Virginia,Atlantic,"Atlantic, Northwest","oyster, private",oyster,Oysters,mollusc,food,NA,NA,12410.92,lbs harvested,1825.14,59647.68,5.6
2007,Virginia,Atlantic,"Atlantic, Northwest","oyster, private",oyster,Oysters,mollusc,food,NA,NA,27705.2,lbs harvested,4073.97,133156.33,12.6
2008,Virginia,Atlantic,"Atlantic, Northwest","oyster, private",oyster,Oysters,mollusc,food,NA,NA,53399.65,lbs harvested,7852.89,253175.91,24.2
2010,Virginia,Atlantic,"Atlantic, Northwest","oyster, private",oyster,Oysters,mollusc,food,NA,NA,47738.99,lbs harvested,7044.44,221755.38,21.7
2010,Virginia,Atlantic,"Atlantic, Northwest","quahog, private",clam,Oysters,mollusc,food,NA,NA,99869.12,lbs harvested,5509427,401476.71,45.3
2011,Virginia,Atlantic,"Atlantic, Northwest","oyster, private",oyster,Oysters,mollusc,food,NA,NA,70041.33,lbs harvested,10500.19,337909.00,31.8
2011,Virginia,Atlantic,"Atlantic, Northwest","quahog, private",clam,Oysters,mollusc,food,NA,NA,130102.18,lbs harvested,7218183,1421269.37,59
2012,Virginia,Atlantic,"Atlantic, Northwest","oyster, private",oyster,Oysters,mollusc,food,NA,NA,85711.35,lbs harvested,12604.61,652395.25,38.9
2013,Virginia,Atlantic,"Atlantic, Northwest","oyster, private",oyster,Oysters,mollusc,food,31000000,# sold,856471.19,lbs harvested,125391.6,5903544.10,388.5
2014,Virginia,Atlantic,"Atlantic, Northwest","oyster, private",oyster,Oysters,mollusc,food,40000000,# sold,124670.79,lbs harvested,18655.46,1055171.37,56.5
2014,Virginia,Atlantic,"Atlantic, Northwest","quahog, private",clam,Oysters,mollusc,food,NA,NA,231983.58,lbs harvested,11822619,1368474.31,105.2
2015,Virginia,Atlantic,"Atlantic, Northwest","oyster, private",oyster,Oysters,mollusc,food,35000000,# sold,157491.67,lbs harvested,23190.54,1309303.90,71.4
2015,Virginia,Atlantic,"Atlantic, Northwest","quahog, private",clam,Oysters,mollusc,food,NA,NA,380803,lbs harvested,19983976,2752211.53,172.7
2016,Virginia,Atlantic,"Atlantic, Northwest","oyster, private",oyster,Oysters,mollusc,food,40000000,# sold,828760.62,lbs harvested,118795.36,6929980.30,375.9
2017,Virginia,Atlantic,"Atlantic, Northwest","oyster, private",oyster,Oysters,mollusc,food,39000000,# sold,256101.19,lbs harvested,40183.79,3194343.24,116.2
2017,Virginia,Atlantic,"Atlantic, Northwest","quahog, private",clam,Oysters,mollusc,food,NA,NA,122141.73,lbs harvested,6204490,942114.88,55.4
2018,Virginia,Atlantic,"Atlantic, Northwest","oyster, private",oyster,Oysters,mollusc,food,32000000,# sold,200620.26,lbs harvested,30745.24,2411718.19,91
2018,Virginia,Atlantic,"Atlantic, Northwest","quahog, private",clam,Oysters,mollusc,food,NA,NA,389364.27,lbs harvested,20062173.3,2332696.91,176.6
2019,Virginia,Atlantic,"Atlantic, Northwest","oyster, private",oyster,Oysters,mollusc,food,NA,NA,90239.81,lbs harvested,16875.12,1056976.06,40.9
2019,Virginia,Atlantic,"Atlantic, Northwest","quahog, private",clam,Oysters,mollusc,food,NA,NA,295339.07,lbs harvested,15129386,1649508.61,134
1950,Washington,Pacific,"Pacific, Northeast",coho(=Silver) salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,0,lbs harvested,NA,NA,0
1951,Washington,Pacific,"Pacific, Northeast",coho(=Silver) salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,0,lbs harvested,NA,NA,0
1952,Washington,Pacific,"Pacific, Northeast",coho(=Silver) salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,0,lbs harvested,NA,NA,0
1953,Washington,Pacific,"Pacific, Northeast",coho(=Silver) salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,0,lbs harvested,NA,NA,0
1954,Washington,Pacific,"Pacific, Northeast",coho(=Silver) salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,0,lbs harvested,NA,NA,0
1955,Washington,Pacific,"Pacific, Northeast",coho(=Silver) salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,0,lbs harvested,NA,NA,0
1956,Washington,Pacific,"Pacific, Northeast",coho(=Silver) salmon,salmon,"Salmons, trouts, smelts",finfish,food,NA,NA,0,lbs harvested,NA,NA,0
